ID	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	symbol	direct
homeostasis of number of cells within a tissue	12	-0.693529176227543	-1.87588077254011	0.00314795383001049	0.512329485834208	0.508366929916607	184	tags=75%, list=20%, signal=60%	596/54440/4297/5781/5027/11151/729230/581/63978	BAX/BCL2/CCR2/CORO1A/KMT2A/P2RX7/PRDM14/PTPN11/SASH3	pos.rank
extrinsic apoptotic signaling pathway	12	-0.638685402226935	-1.72753750931809	0.00629590766002099	0.512329485834208	0.508366929916607	294	tags=75%, list=33%, signal=51%	3717/3570/3458/5170/5788/5027/3592/356/581	BAX/FASLG/IFNG/IL12A/IL6R/JAK2/P2RX7/PDPK1/PTPRC	pos.rank
macrophage differentiation	12	-0.619613629933147	-1.67595154556846	0.00734522560335782	0.512329485834208	0.508366929916607	214	tags=50%, list=24%, signal=39%	84456/3458/23411/3123/9173/998	CDC42/HLA-DRB1/IFNG/IL1RL1/L3MBTL3/SIRT1	pos.rank
positive regulation of interleukin-6 production	32	-0.500454472756585	-1.58207956828357	0.00401203610832497	0.512329485834208	0.508366929916607	276	tags=59%, list=31%, signal=43%	3570/3553/58515/177/3146/3458/972/199/3965/3952/5781/5027/338322/7189/3329/8915/54093/7099/7292	AGER/AIF1/BCL10/CD74/HMGB1/HSPD1/IFNG/IL1B/IL6R/LEP/LGALS9/NLRP10/P2RX7/PTPN11/SELENOK/SETD4/TLR4/TNFSF4/TRAF6	pos.rank
negative regulation of ERK1 and ERK2 cascade	15	-0.531445305957507	-1.5095751767501	0.0257731958762887	0.66629261976694	0.661139252966253	155	tags=47%, list=17%, signal=39%	5771/11221/2633/5788/7430/4067/7099	DUSP10/EZR/GBP1/LYN/PTPN2/PTPRC/TLR4	pos.rank
positive regulation of B cell proliferation	20	-0.505888249280705	-1.50441474181968	0.0222672064777328	0.66629261976694	0.661139252966253	304	tags=65%, list=34%, signal=44%	3558/84433/79915/596/972/54440/5788/7037/100/59067/3565/7099/4208	ADA/ATAD5/BCL2/CARD11/CD74/IL2/IL21/IL4/MEF2C/PTPRC/SASH3/TFRC/TLR4	pos.rank
lipopolysaccharide-mediated signaling pathway	11	-0.560504428634085	-1.49563021784757	0.0335429769392034	0.66629261976694	0.661139252966253	113	tags=45%, list=13%, signal=40%	7189/4067/8915/7099/5594	BCL10/LYN/MAPK1/TLR4/TRAF6	pos.rank
positive regulation of interleukin-8 production	15	-0.525122172143631	-1.49161425821776	0.0309278350515464	0.66629261976694	0.661139252966253	246	tags=60%, list=27%, signal=44%	3553/51744/3146/972/3965/3952/338322/8915/7099	BCL10/CD244/CD74/HMGB1/IL1B/LEP/LGALS9/NLRP10/TLR4	pos.rank
response to hypoxia	21	-0.494452986824057	-1.48733138517712	0.0222446916076845	0.66629261976694	0.661139252966253	273	tags=57%, list=30%, signal=41%	54541/836/1803/4049/3709/2185/177/4929/3952/7037/100/6868	ADA/ADAM17/AGER/CASP3/DDIT4/DPP4/ITPR2/LEP/LTA/NR4A2/PTK2B/TFRC	pos.rank
positive regulation of cell migration	27	-0.475366964730981	-1.47565827013711	0.023023023023023	0.66629261976694	0.661139252966253	294	tags=56%, list=33%, signal=39%	3717/29126/3553/2185/199/1512/3685/10457/4067/977/3565/5293/6868/64218/998	ADAM17/AIF1/CD151/CD274/CDC42/CTSH/GPNMB/IL1B/IL4/ITGAV/JAK2/LYN/PIK3CD/PTK2B/SEMA4A	pos.rank
positive regulation of cell adhesion	13	-0.527058084002177	-1.45479335925465	0.0435684647302905	0.66629261976694	0.661139252966253	320	tags=69%, list=36%, signal=45%	2064/3593/7030/3685/708/5296/8995/3592/5795	C1QBP/ERBB2/IL12A/IL12B/ITGAV/PIK3R2/PTPRJ/TFE3/TNFSF18	pos.rank
regulation of G0 to G1 transition	10	-0.558829674865531	-1.45377066179337	0.0450643776824034	0.66629261976694	0.661139252966253	171	tags=50%, list=19%, signal=41%	5977/8110/6601/6595/55274	DPF2/DPF3/PHF10/SMARCA2/SMARCC2	pos.rank
regulation of mitotic metaphase/anaphase transition	10	-0.558829674865531	-1.45377066179337	0.0450643776824034	0.66629261976694	0.661139252966253	171	tags=50%, list=19%, signal=41%	5977/8110/6601/6595/55274	DPF2/DPF3/PHF10/SMARCA2/SMARCC2	pos.rank
neural tube closure	12	-0.531596304699332	-1.43787935810169	0.0545645330535152	0.66629261976694	0.661139252966253	113	tags=33%, list=13%, signal=30%	7189/8915/11146/6046	BCL10/BRD2/GLMN/TRAF6	pos.rank
positive regulation of protein ubiquitination	11	-0.535986442114359	-1.43020728870312	0.0524109014675052	0.66629261976694	0.661139252966253	255	tags=55%, list=28%, signal=40%	80762/10892/23028/7189/22976/8915	BCL10/KDM1A/MALT1/NDFIP1/PAXIP1/TRAF6	pos.rank
insulin receptor signaling pathway	13	-0.517392377893005	-1.4281139372195	0.0518672199170125	0.66629261976694	0.661139252966253	158	tags=46%, list=18%, signal=39%	5170/5771/5296/6654/55023/5594	MAPK1/PDPK1/PHIP/PIK3R2/PTPN2/SOS1	pos.rank
positive regulation of chemokine production	16	-0.495297907661403	-1.4224517963955	0.0510204081632653	0.66629261976694	0.661139252966253	205	tags=56%, list=23%, signal=44%	177/3458/972/199/3566/9173/7099/6868/7292	ADAM17/AGER/AIF1/CD74/IFNG/IL1RL1/IL4R/TLR4/TNFSF4	pos.rank
positive regulation of MAPK cascade	19	-0.481517612180447	-1.41995764376833	0.0436105476673428	0.66629261976694	0.661139252966253	341	tags=68%, list=38%, signal=43%	5336/155/2064/3717/3146/972/3952/5788/5027/3123/5795/4208/998	ADRB3/CD74/CDC42/ERBB2/HLA-DRB1/HMGB1/JAK2/LEP/MEF2C/P2RX7/PLCG2/PTPRC/PTPRJ	pos.rank
negative regulation of type II interferon production	22	-0.469929767874973	-1.4195549990718	0.038422649140546	0.66629261976694	0.661139252966253	269	tags=50%, list=30%, signal=36%	29126/80380/3146/3965/708/3586/11006/3123/9173/7099/7292	C1QBP/CD274/HLA-DRB1/HMGB1/IL10/IL1RL1/LGALS9/LILRB4/PDCD1LG2/TLR4/TNFSF4	pos.rank
